Data Venda	Produto	Quantidade	Vlr Unitário
04/10/2015	Tinta	80	R$ 228,42
03/10/2015	Cimento	225	R$ 273,37
03/10/2015	Cimento	88	R$ 273,37
03/10/2015	Piso	198	R$ 138,32
02/10/2015	Vergalhão	260	R$ 138,59
02/10/2015	Rejunte	74	R$ 95,48
02/10/2015	Fiação	162	R$ 120,95
30/09/2015	Tinta	59	R$ 228,42
30/09/2015	Fiação	261	R$ 120,95
30/09/2015	Tinta	247	R$ 228,42
30/09/2015	Rejunte	203	R$ 95,48
29/09/2015	Piso	277	R$ 138,32
28/09/2015	Janela	187	R$ 54,75
28/09/2015	Piso	136	R$ 138,32
27/09/2015	Tijolo	133	R$ 113,64
27/09/2015	Telha	67	R$ 48,81
27/09/2015	Vergalhão	97	R$ 138,59
26/09/2015	Tijolo	247	R$ 113,64
26/09/2015	Tinta	152	R$ 228,42
25/09/2015	Tijolo	56	R$ 113,64
25/09/2015	Telha	130	R$ 48,81
25/09/2015	Piso	252	R$ 138,32
24/09/2015	Fiação	124	R$ 120,95
24/09/2015	Janela	209	R$ 54,75
24/09/2015	Cimento	152	R$ 273,37
24/09/2015	Telha	283	R$ 48,81
23/09/2015	Telha	131	R$ 48,81
22/09/2015	Porta	62	R$ 122,29
22/09/2015	Fiação	69	R$ 120,95
22/09/2015	Janela	259	R$ 54,75
22/09/2015	Vergalhão	73	R$ 138,59
21/09/2015	Tijolo	183	R$ 113,64
21/09/2015	Vergalhão	252	R$ 138,59
21/09/2015	Telha	98	R$ 48,81
21/09/2015	Janela	92	R$ 54,75
20/09/2015	Rejunte	109	R$ 95,48
19/09/2015	Tijolo	134	R$ 113,64
17/09/2015	Fiação	83	R$ 120,95
17/09/2015	Telha	156	R$ 48,81
17/09/2015	Rejunte	98	R$ 95,48
15/09/2015	Porta	109	R$ 122,29
14/09/2015	Janela	152	R$ 54,75
14/09/2015	Tijolo	75	R$ 113,64
14/09/2015	Cimento	292	R$ 273,37
13/09/2015	Piso	222	R$ 138,32
13/09/2015	Tinta	102	R$ 228,42
13/09/2015	Tinta	197	R$ 228,42
12/09/2015	Tinta	251	R$ 228,42
12/09/2015	Tinta	190	R$ 228,42
12/09/2015	Porta	186	R$ 122,29
12/09/2015	Vergalhão	105	R$ 138,59
12/09/2015	Tinta	80	R$ 228,42
11/09/2015	Porta	279	R$ 122,29
11/09/2015	Janela	147	R$ 54,75
10/09/2015	Cimento	122	R$ 273,37
10/09/2015	Cimento	256	R$ 273,37
10/09/2015	Janela	215	R$ 54,75
10/09/2015	Vergalhão	191	R$ 138,59
10/09/2015	Tinta	134	R$ 228,42
09/09/2015	Tijolo	89	R$ 113,64
09/09/2015	Fiação	73	R$ 120,95
09/09/2015	Porta	177	R$ 122,29
09/09/2015	Vergalhão	242	R$ 138,59
09/09/2015	Janela	124	R$ 54,75
09/09/2015	Janela	187	R$ 54,75
09/09/2015	Janela	69	R$ 54,75
09/09/2015	Fiação	107	R$ 120,95
09/09/2015	Rejunte	183	R$ 95,48
08/09/2015	Fiação	153	R$ 120,95
08/09/2015	Vergalhão	81	R$ 138,59
08/09/2015	Porta	75	R$ 122,29
07/09/2015	Fiação	133	R$ 120,95
07/09/2015	Porta	262	R$ 122,29
07/09/2015	Piso	128	R$ 138,32
07/09/2015	Tijolo	250	R$ 113,64
07/09/2015	Piso	120	R$ 138,32
06/09/2015	Tinta	210	R$ 228,42
06/09/2015	Vergalhão	133	R$ 138,59
05/09/2015	Cimento	107	R$ 273,37
05/09/2015	Vergalhão	115	R$ 138,59
05/09/2015	Tinta	270	R$ 228,42
04/09/2015	Cimento	272	R$ 273,37
04/09/2015	Piso	123	R$ 138,32
03/09/2015	Janela	249	R$ 54,75
03/09/2015	Rejunte	205	R$ 95,48
03/09/2015	Telha	231	R$ 48,81
03/09/2015	Rejunte	110	R$ 95,48
02/09/2015	Vergalhão	136	R$ 138,59
02/09/2015	Cimento	246	R$ 273,37
02/09/2015	Tinta	136	R$ 228,42
02/09/2015	Tijolo	293	R$ 113,64
02/09/2015	Telha	200	R$ 48,81
01/09/2015	Tinta	201	R$ 228,42
01/09/2015	Piso	94	R$ 138,32
01/09/2015	Tijolo	231	R$ 113,64
31/08/2015	Telha	65	R$ 48,81
30/08/2015	Cimento	249	R$ 273,37
30/08/2015	Vergalhão	292	R$ 138,59
30/08/2015	Vergalhão	159	R$ 138,59
30/08/2015	Rejunte	180	R$ 95,48
30/08/2015	Rejunte	95	R$ 95,48
30/08/2015	Tinta	65	R$ 228,42
30/08/2015	Fiação	66	R$ 120,95
29/08/2015	Cimento	118	R$ 273,37
29/08/2015	Piso	190	R$ 138,32
29/08/2015	Porta	121	R$ 122,29
28/08/2015	Fiação	207	R$ 120,95
28/08/2015	Vergalhão	54	R$ 138,59
28/08/2015	Porta	89	R$ 122,29
28/08/2015	Fiação	211	R$ 120,95
27/08/2015	Janela	124	R$ 54,75
27/08/2015	Fiação	241	R$ 120,95
27/08/2015	Telha	61	R$ 48,81
26/08/2015	Telha	135	R$ 48,81
25/08/2015	Porta	117	R$ 122,29
25/08/2015	Telha	296	R$ 48,81
25/08/2015	Tinta	56	R$ 228,42
24/08/2015	Porta	187	R$ 122,29
23/08/2015	Porta	200	R$ 122,29
23/08/2015	Tinta	172	R$ 228,42
23/08/2015	Cimento	97	R$ 273,37
22/08/2015	Porta	97	R$ 122,29
22/08/2015	Telha	68	R$ 48,81
22/08/2015	Rejunte	121	R$ 95,48
21/08/2015	Janela	265	R$ 54,75
20/08/2015	Tinta	83	R$ 228,42
20/08/2015	Cimento	130	R$ 273,37
20/08/2015	Piso	175	R$ 138,32
19/08/2015	Porta	74	R$ 122,29
19/08/2015	Fiação	149	R$ 120,95
19/08/2015	Fiação	100	R$ 120,95
17/08/2015	Tinta	132	R$ 228,42
17/08/2015	Vergalhão	86	R$ 138,59
16/08/2015	Tijolo	73	R$ 113,64
15/08/2015	Cimento	143	R$ 273,37
15/08/2015	Rejunte	293	R$ 95,48
15/08/2015	Tinta	68	R$ 228,42
15/08/2015	Tijolo	213	R$ 113,64
15/08/2015	Telha	177	R$ 48,81
15/08/2015	Porta	89	R$ 122,29
15/08/2015	Porta	259	R$ 122,29
15/08/2015	Tijolo	138	R$ 113,64
14/08/2015	Fiação	280	R$ 120,95
14/08/2015	Tinta	189	R$ 228,42
14/08/2015	Telha	294	R$ 48,81
14/08/2015	Rejunte	225	R$ 95,48
14/08/2015	Janela	144	R$ 54,75
13/08/2015	Piso	64	R$ 138,32
13/08/2015	Janela	78	R$ 54,75
12/08/2015	Tinta	262	R$ 228,42
12/08/2015	Porta	197	R$ 122,29
12/08/2015	Cimento	287	R$ 273,37
12/08/2015	Rejunte	191	R$ 95,48
11/08/2015	Tinta	194	R$ 228,42
11/08/2015	Piso	57	R$ 138,32
11/08/2015	Tijolo	130	R$ 113,64
11/08/2015	Telha	92	R$ 48,81
11/08/2015	Porta	295	R$ 122,29
10/08/2015	Tijolo	171	R$ 113,64
10/08/2015	Telha	76	R$ 48,81
10/08/2015	Fiação	146	R$ 120,95
10/08/2015	Telha	289	R$ 48,81
09/08/2015	Fiação	244	R$ 120,95
09/08/2015	Tinta	155	R$ 228,42
09/08/2015	Janela	231	R$ 54,75
08/08/2015	Tinta	155	R$ 228,42
08/08/2015	Telha	177	R$ 48,81
08/08/2015	Rejunte	112	R$ 95,48
08/08/2015	Piso	276	R$ 138,32
07/08/2015	Fiação	229	R$ 120,95
07/08/2015	Tijolo	238	R$ 113,64
07/08/2015	Tinta	96	R$ 228,42
06/08/2015	Tinta	273	R$ 228,42
05/08/2015	Vergalhão	239	R$ 138,59
05/08/2015	Telha	97	R$ 48,81
05/08/2015	Vergalhão	212	R$ 138,59
05/08/2015	Vergalhão	148	R$ 138,59
04/08/2015	Vergalhão	258	R$ 138,59
04/08/2015	Rejunte	165	R$ 95,48
02/08/2015	Rejunte	168	R$ 95,48
02/08/2015	Tinta	143	R$ 228,42
02/08/2015	Telha	80	R$ 48,81
02/08/2015	Tijolo	129	R$ 113,64
02/08/2015	Tijolo	169	R$ 113,64
01/08/2015	Telha	216	R$ 48,81
01/08/2015	Rejunte	171	R$ 95,48
01/08/2015	Janela	297	R$ 54,75
01/08/2015	Fiação	109	R$ 120,95
01/08/2015	Tinta	119	R$ 228,42
01/08/2015	Telha	287	R$ 48,81
31/07/2015	Cimento	93	R$ 273,37
31/07/2015	Porta	187	R$ 122,29
31/07/2015	Porta	264	R$ 122,29
31/07/2015	Janela	258	R$ 54,75
31/07/2015	Rejunte	288	R$ 95,48
31/07/2015	Fiação	194	R$ 120,95
31/07/2015	Piso	100	R$ 138,32
30/07/2015	Telha	286	R$ 48,81
30/07/2015	Tinta	129	R$ 228,42
30/07/2015	Telha	179	R$ 48,81
30/07/2015	Fiação	296	R$ 120,95
30/07/2015	Janela	250	R$ 54,75
30/07/2015	Fiação	176	R$ 120,95
30/07/2015	Tinta	181	R$ 228,42
30/07/2015	Telha	102	R$ 48,81
29/07/2015	Tijolo	143	R$ 113,64
29/07/2015	Rejunte	129	R$ 95,48
29/07/2015	Vergalhão	69	R$ 138,59
29/07/2015	Tinta	114	R$ 228,42
29/07/2015	Porta	288	R$ 122,29
29/07/2015	Fiação	193	R$ 120,95
28/07/2015	Cimento	197	R$ 273,37
28/07/2015	Porta	179	R$ 122,29
28/07/2015	Telha	195	R$ 48,81
28/07/2015	Janela	130	R$ 54,75
28/07/2015	Porta	269	R$ 122,29
28/07/2015	Porta	179	R$ 122,29
27/07/2015	Piso	125	R$ 138,32
27/07/2015	Rejunte	164	R$ 95,48
26/07/2015	Rejunte	282	R$ 95,48
26/07/2015	Fiação	277	R$ 120,95
26/07/2015	Piso	143	R$ 138,32
25/07/2015	Piso	192	R$ 138,32
24/07/2015	Tijolo	201	R$ 113,64
24/07/2015	Vergalhão	87	R$ 138,59
24/07/2015	Tinta	106	R$ 228,42
24/07/2015	Tinta	111	R$ 228,42
24/07/2015	Piso	247	R$ 138,32
22/07/2015	Piso	270	R$ 138,32
22/07/2015	Janela	82	R$ 54,75
21/07/2015	Cimento	139	R$ 273,37
20/07/2015	Fiação	294	R$ 120,95
20/07/2015	Vergalhão	105	R$ 138,59
19/07/2015	Piso	286	R$ 138,32
18/07/2015	Piso	292	R$ 138,32
18/07/2015	Tinta	60	R$ 228,42
18/07/2015	Telha	295	R$ 48,81
17/07/2015	Janela	139	R$ 54,75
17/07/2015	Rejunte	113	R$ 95,48
17/07/2015	Vergalhão	248	R$ 138,59
16/07/2015	Janela	179	R$ 54,75
16/07/2015	Tinta	145	R$ 228,42
16/07/2015	Tijolo	195	R$ 113,64
15/07/2015	Fiação	58	R$ 120,95
15/07/2015	Janela	203	R$ 54,75
14/07/2015	Janela	161	R$ 54,75
14/07/2015	Piso	223	R$ 138,32
14/07/2015	Vergalhão	175	R$ 138,59
14/07/2015	Tinta	177	R$ 228,42
14/07/2015	Vergalhão	165	R$ 138,59
14/07/2015	Telha	119	R$ 48,81
14/07/2015	Fiação	59	R$ 120,95
14/07/2015	Vergalhão	99	R$ 138,59
14/07/2015	Telha	210	R$ 48,81
13/07/2015	Tijolo	102	R$ 113,64
13/07/2015	Cimento	225	R$ 273,37
12/07/2015	Piso	257	R$ 138,32
12/07/2015	Telha	199	R$ 48,81
12/07/2015	Telha	225	R$ 48,81
12/07/2015	Vergalhão	144	R$ 138,59
12/07/2015	Piso	232	R$ 138,32
11/07/2015	Janela	263	R$ 54,75
11/07/2015	Janela	76	R$ 54,75
11/07/2015	Porta	202	R$ 122,29
11/07/2015	Fiação	224	R$ 120,95
11/07/2015	Telha	128	R$ 48,81
11/07/2015	Fiação	209	R$ 120,95
11/07/2015	Rejunte	232	R$ 95,48
11/07/2015	Cimento	192	R$ 273,37
11/07/2015	Rejunte	55	R$ 95,48
10/07/2015	Vergalhão	164	R$ 138,59
10/07/2015	Telha	53	R$ 48,81
09/07/2015	Tinta	101	R$ 228,42
09/07/2015	Rejunte	203	R$ 95,48
08/07/2015	Fiação	277	R$ 120,95
08/07/2015	Vergalhão	94	R$ 138,59
08/07/2015	Telha	161	R$ 48,81
07/07/2015	Tijolo	259	R$ 113,64
07/07/2015	Tijolo	119	R$ 113,64
07/07/2015	Telha	239	R$ 48,81
06/07/2015	Tinta	110	R$ 228,42
06/07/2015	Porta	166	R$ 122,29
06/07/2015	Porta	175	R$ 122,29
06/07/2015	Rejunte	215	R$ 95,48
05/07/2015	Cimento	290	R$ 273,37
04/07/2015	Janela	83	R$ 54,75
04/07/2015	Fiação	146	R$ 120,95
04/07/2015	Cimento	204	R$ 273,37
04/07/2015	Telha	243	R$ 48,81
04/07/2015	Cimento	175	R$ 273,37
04/07/2015	Rejunte	187	R$ 95,48
04/07/2015	Rejunte	158	R$ 95,48
03/07/2015	Tinta	256	R$ 228,42
03/07/2015	Cimento	193	R$ 273,37
03/07/2015	Fiação	224	R$ 120,95
02/07/2015	Tijolo	187	R$ 113,64
02/07/2015	Fiação	186	R$ 120,95
01/07/2015	Tijolo	245	R$ 113,64
01/07/2015	Piso	233	R$ 138,32
01/07/2015	Fiação	254	R$ 120,95
30/06/2015	Cimento	292	R$ 273,37
30/06/2015	Vergalhão	95	R$ 138,59
29/06/2015	Cimento	135	R$ 273,37
29/06/2015	Tijolo	87	R$ 113,64
28/06/2015	Telha	256	R$ 48,81
28/06/2015	Rejunte	161	R$ 95,48
28/06/2015	Piso	191	R$ 138,32
27/06/2015	Cimento	175	R$ 273,37
27/06/2015	Cimento	80	R$ 273,37
27/06/2015	Telha	192	R$ 48,81
27/06/2015	Janela	278	R$ 54,75
27/06/2015	Vergalhão	133	R$ 138,59
27/06/2015	Fiação	88	R$ 120,95
26/06/2015	Fiação	264	R$ 120,95
26/06/2015	Janela	125	R$ 54,75
26/06/2015	Piso	198	R$ 138,32
26/06/2015	Fiação	182	R$ 120,95
26/06/2015	Piso	67	R$ 138,32
25/06/2015	Cimento	93	R$ 273,37
24/06/2015	Tinta	147	R$ 228,42
22/06/2015	Tijolo	136	R$ 113,64
22/06/2015	Rejunte	216	R$ 95,48
22/06/2015	Janela	138	R$ 54,75
22/06/2015	Tijolo	118	R$ 113,64
21/06/2015	Tinta	148	R$ 228,42
21/06/2015	Cimento	144	R$ 273,37
21/06/2015	Vergalhão	207	R$ 138,59
21/06/2015	Porta	194	R$ 122,29
21/06/2015	Tijolo	161	R$ 113,64
21/06/2015	Fiação	75	R$ 120,95
20/06/2015	Porta	237	R$ 122,29
20/06/2015	Vergalhão	196	R$ 138,59
20/06/2015	Piso	90	R$ 138,32
19/06/2015	Fiação	132	R$ 120,95
19/06/2015	Tinta	55	R$ 228,42
19/06/2015	Porta	171	R$ 122,29
19/06/2015	Tinta	62	R$ 228,42
19/06/2015	Fiação	246	R$ 120,95
19/06/2015	Cimento	87	R$ 273,37
19/06/2015	Porta	255	R$ 122,29
17/06/2015	Rejunte	92	R$ 95,48
17/06/2015	Janela	70	R$ 54,75
17/06/2015	Telha	85	R$ 48,81
17/06/2015	Fiação	293	R$ 120,95
17/06/2015	Piso	125	R$ 138,32
16/06/2015	Telha	133	R$ 48,81
16/06/2015	Cimento	274	R$ 273,37
16/06/2015	Vergalhão	267	R$ 138,59
16/06/2015	Piso	103	R$ 138,32
16/06/2015	Tinta	282	R$ 228,42
16/06/2015	Tijolo	110	R$ 113,64
16/06/2015	Vergalhão	191	R$ 138,59
16/06/2015	Porta	226	R$ 122,29
15/06/2015	Rejunte	122	R$ 95,48
15/06/2015	Fiação	192	R$ 120,95
15/06/2015	Vergalhão	264	R$ 138,59
15/06/2015	Janela	80	R$ 54,75
14/06/2015	Tinta	281	R$ 228,42
14/06/2015	Tinta	71	R$ 228,42
13/06/2015	Cimento	58	R$ 273,37
13/06/2015	Rejunte	271	R$ 95,48
12/06/2015	Telha	87	R$ 48,81
12/06/2015	Porta	194	R$ 122,29
11/06/2015	Cimento	194	R$ 273,37
11/06/2015	Janela	248	R$ 54,75
10/06/2015	Cimento	87	R$ 273,37
10/06/2015	Vergalhão	78	R$ 138,59
09/06/2015	Cimento	176	R$ 273,37
09/06/2015	Piso	71	R$ 138,32
09/06/2015	Rejunte	202	R$ 95,48
09/06/2015	Rejunte	261	R$ 95,48
09/06/2015	Porta	60	R$ 122,29
08/06/2015	Porta	212	R$ 122,29
08/06/2015	Janela	236	R$ 54,75
08/06/2015	Tinta	175	R$ 228,42
08/06/2015	Rejunte	109	R$ 95,48
08/06/2015	Porta	145	R$ 122,29
07/06/2015	Cimento	93	R$ 273,37
07/06/2015	Tinta	286	R$ 228,42
07/06/2015	Telha	98	R$ 48,81
07/06/2015	Vergalhão	135	R$ 138,59
06/06/2015	Vergalhão	232	R$ 138,59
06/06/2015	Janela	134	R$ 54,75
06/06/2015	Vergalhão	236	R$ 138,59
05/06/2015	Porta	215	R$ 122,29
05/06/2015	Tinta	85	R$ 228,42
05/06/2015	Cimento	284	R$ 273,37
05/06/2015	Vergalhão	84	R$ 138,59
05/06/2015	Porta	291	R$ 122,29
04/06/2015	Porta	88	R$ 122,29
04/06/2015	Rejunte	250	R$ 95,48
04/06/2015	Cimento	148	R$ 273,37
04/06/2015	Fiação	99	R$ 120,95
04/06/2015	Cimento	172	R$ 273,37
03/06/2015	Vergalhão	258	R$ 138,59
03/06/2015	Vergalhão	91	R$ 138,59
02/06/2015	Tinta	182	R$ 228,42
02/06/2015	Tijolo	189	R$ 113,64
02/06/2015	Janela	133	R$ 54,75
02/06/2015	Telha	295	R$ 48,81
02/06/2015	Fiação	132	R$ 120,95
01/06/2015	Rejunte	190	R$ 95,48
01/06/2015	Janela	141	R$ 54,75
01/06/2015	Fiação	197	R$ 120,95
31/05/2015	Rejunte	107	R$ 95,48
30/05/2015	Piso	174	R$ 138,32
30/05/2015	Tinta	210	R$ 228,42
30/05/2015	Telha	256	R$ 48,81
30/05/2015	Telha	279	R$ 48,81
30/05/2015	Porta	173	R$ 122,29
29/05/2015	Fiação	164	R$ 120,95
29/05/2015	Telha	134	R$ 48,81
29/05/2015	Vergalhão	185	R$ 138,59
29/05/2015	Tijolo	90	R$ 113,64
28/05/2015	Tinta	236	R$ 228,42
27/05/2015	Tinta	258	R$ 228,42
26/05/2015	Tijolo	136	R$ 113,64
26/05/2015	Rejunte	91	R$ 95,48
25/05/2015	Janela	168	R$ 54,75
25/05/2015	Rejunte	237	R$ 95,48
24/05/2015	Tinta	72	R$ 228,42
23/05/2015	Rejunte	231	R$ 95,48
23/05/2015	Tinta	223	R$ 228,42
22/05/2015	Piso	97	R$ 138,32
22/05/2015	Tijolo	178	R$ 113,64
22/05/2015	Cimento	251	R$ 273,37
21/05/2015	Telha	154	R$ 48,81
21/05/2015	Tinta	258	R$ 228,42
20/05/2015	Tijolo	236	R$ 113,64
20/05/2015	Tijolo	186	R$ 113,64
20/05/2015	Tijolo	199	R$ 113,64
20/05/2015	Tinta	273	R$ 228,42
20/05/2015	Fiação	231	R$ 120,95
19/05/2015	Porta	187	R$ 122,29
19/05/2015	Vergalhão	94	R$ 138,59
19/05/2015	Fiação	278	R$ 120,95
18/05/2015	Telha	122	R$ 48,81
18/05/2015	Tijolo	175	R$ 113,64
18/05/2015	Telha	215	R$ 48,81
18/05/2015	Vergalhão	198	R$ 138,59
18/05/2015	Porta	75	R$ 122,29
18/05/2015	Janela	151	R$ 54,75
17/05/2015	Tijolo	183	R$ 113,64
17/05/2015	Tijolo	277	R$ 113,64
17/05/2015	Porta	276	R$ 122,29
17/05/2015	Porta	210	R$ 122,29
17/05/2015	Rejunte	294	R$ 95,48
17/05/2015	Rejunte	193	R$ 95,48
17/05/2015	Telha	65	R$ 48,81
16/05/2015	Piso	129	R$ 138,32
16/05/2015	Fiação	202	R$ 120,95
16/05/2015	Vergalhão	274	R$ 138,59
16/05/2015	Piso	171	R$ 138,32
16/05/2015	Tinta	265	R$ 228,42
15/05/2015	Tinta	68	R$ 228,42
15/05/2015	Piso	165	R$ 138,32
15/05/2015	Rejunte	65	R$ 95,48
14/05/2015	Telha	159	R$ 48,81
14/05/2015	Porta	170	R$ 122,29
14/05/2015	Rejunte	295	R$ 95,48
13/05/2015	Piso	62	R$ 138,32
13/05/2015	Tinta	173	R$ 228,42
13/05/2015	Tinta	264	R$ 228,42
13/05/2015	Telha	134	R$ 48,81
13/05/2015	Porta	77	R$ 122,29
13/05/2015	Janela	258	R$ 54,75
13/05/2015	Telha	199	R$ 48,81
13/05/2015	Janela	189	R$ 54,75
12/05/2015	Piso	223	R$ 138,32
11/05/2015	Telha	276	R$ 48,81
10/05/2015	Fiação	288	R$ 120,95
10/05/2015	Cimento	284	R$ 273,37
10/05/2015	Janela	283	R$ 54,75
10/05/2015	Vergalhão	154	R$ 138,59
09/05/2015	Tinta	255	R$ 228,42
09/05/2015	Vergalhão	274	R$ 138,59
09/05/2015	Cimento	199	R$ 273,37
09/05/2015	Rejunte	210	R$ 95,48
09/05/2015	Telha	218	R$ 48,81
09/05/2015	Vergalhão	99	R$ 138,59
08/05/2015	Telha	284	R$ 48,81
08/05/2015	Tinta	61	R$ 228,42
08/05/2015	Tinta	291	R$ 228,42
08/05/2015	Fiação	91	R$ 120,95
08/05/2015	Tijolo	285	R$ 113,64
08/05/2015	Tinta	156	R$ 228,42
07/05/2015	Telha	216	R$ 48,81
07/05/2015	Piso	293	R$ 138,32
06/05/2015	Cimento	293	R$ 273,37
05/05/2015	Tijolo	273	R$ 113,64
04/05/2015	Cimento	254	R$ 273,37
04/05/2015	Piso	73	R$ 138,32
02/05/2015	Telha	101	R$ 48,81
02/05/2015	Fiação	214	R$ 120,95
02/05/2015	Tinta	201	R$ 228,42
02/05/2015	Telha	112	R$ 48,81
02/05/2015	Rejunte	213	R$ 95,48
02/05/2015	Porta	165	R$ 122,29
02/05/2015	Cimento	229	R$ 273,37
01/05/2015	Janela	220	R$ 54,75
01/05/2015	Fiação	165	R$ 120,95
30/04/2015	Piso	257	R$ 138,32
30/04/2015	Porta	109	R$ 122,29
30/04/2015	Tinta	291	R$ 228,42
29/04/2015	Rejunte	272	R$ 95,48
29/04/2015	Tijolo	272	R$ 113,64
29/04/2015	Janela	173	R$ 54,75
29/04/2015	Tijolo	285	R$ 113,64
29/04/2015	Rejunte	257	R$ 95,48
28/04/2015	Fiação	193	R$ 120,95
28/04/2015	Cimento	81	R$ 273,37
28/04/2015	Piso	86	R$ 138,32
28/04/2015	Vergalhão	75	R$ 138,59
27/04/2015	Telha	68	R$ 48,81
26/04/2015	Fiação	54	R$ 120,95
26/04/2015	Telha	149	R$ 48,81
26/04/2015	Cimento	147	R$ 273,37
26/04/2015	Piso	148	R$ 138,32
26/04/2015	Telha	97	R$ 48,81
26/04/2015	Telha	57	R$ 48,81
25/04/2015	Cimento	295	R$ 273,37
25/04/2015	Cimento	229	R$ 273,37
25/04/2015	Vergalhão	289	R$ 138,59
25/04/2015	Tinta	291	R$ 228,42
25/04/2015	Tinta	111	R$ 228,42
24/04/2015	Vergalhão	293	R$ 138,59
24/04/2015	Tijolo	240	R$ 113,64
23/04/2015	Vergalhão	79	R$ 138,59
22/04/2015	Janela	63	R$ 54,75
22/04/2015	Tijolo	57	R$ 113,64
22/04/2015	Piso	226	R$ 138,32
22/04/2015	Tinta	296	R$ 228,42
21/04/2015	Piso	283	R$ 138,32
21/04/2015	Rejunte	53	R$ 95,48
21/04/2015	Vergalhão	65	R$ 138,59
20/04/2015	Porta	206	R$ 122,29
20/04/2015	Cimento	63	R$ 273,37
20/04/2015	Cimento	186	R$ 273,37
20/04/2015	Porta	132	R$ 122,29
19/04/2015	Piso	53	R$ 138,32
19/04/2015	Fiação	217	R$ 120,95
18/04/2015	Rejunte	174	R$ 95,48
18/04/2015	Piso	94	R$ 138,32
17/04/2015	Janela	180	R$ 54,75
17/04/2015	Telha	161	R$ 48,81
16/04/2015	Tijolo	56	R$ 113,64
16/04/2015	Cimento	275	R$ 273,37
16/04/2015	Piso	235	R$ 138,32
16/04/2015	Janela	230	R$ 54,75
16/04/2015	Vergalhão	143	R$ 138,59
15/04/2015	Tinta	135	R$ 228,42
14/04/2015	Janela	74	R$ 54,75
14/04/2015	Janela	257	R$ 54,75
14/04/2015	Piso	263	R$ 138,32
14/04/2015	Tijolo	106	R$ 113,64
13/04/2015	Rejunte	236	R$ 95,48
13/04/2015	Tinta	184	R$ 228,42
13/04/2015	Piso	59	R$ 138,32
12/04/2015	Cimento	262	R$ 273,37
11/04/2015	Rejunte	92	R$ 95,48
11/04/2015	Cimento	72	R$ 273,37
11/04/2015	Tinta	65	R$ 228,42
11/04/2015	Piso	264	R$ 138,32
11/04/2015	Vergalhão	199	R$ 138,59
10/04/2015	Telha	123	R$ 48,81
10/04/2015	Fiação	153	R$ 120,95
10/04/2015	Telha	279	R$ 48,81
09/04/2015	Tinta	73	R$ 228,42
09/04/2015	Rejunte	62	R$ 95,48
09/04/2015	Telha	127	R$ 48,81
09/04/2015	Telha	157	R$ 48,81
08/04/2015	Porta	239	R$ 122,29
08/04/2015	Telha	152	R$ 48,81
07/04/2015	Fiação	287	R$ 120,95
06/04/2015	Rejunte	288	R$ 95,48
06/04/2015	Telha	195	R$ 48,81
06/04/2015	Porta	242	R$ 122,29
06/04/2015	Cimento	137	R$ 273,37
06/04/2015	Cimento	65	R$ 273,37
06/04/2015	Cimento	202	R$ 273,37
05/04/2015	Janela	164	R$ 54,75
05/04/2015	Tijolo	151	R$ 113,64
05/04/2015	Piso	287	R$ 138,32
05/04/2015	Cimento	281	R$ 273,37
04/04/2015	Porta	190	R$ 122,29
04/04/2015	Tijolo	225	R$ 113,64
04/04/2015	Tinta	178	R$ 228,42
04/04/2015	Telha	135	R$ 48,81
04/04/2015	Tinta	236	R$ 228,42
03/04/2015	Tinta	188	R$ 228,42
03/04/2015	Cimento	78	R$ 273,37
03/04/2015	Tijolo	102	R$ 113,64
02/04/2015	Rejunte	84	R$ 95,48
02/04/2015	Cimento	104	R$ 273,37
02/04/2015	Janela	126	R$ 54,75
01/04/2015	Telha	293	R$ 48,81
01/04/2015	Janela	54	R$ 54,75
31/03/2015	Tijolo	277	R$ 113,64
31/03/2015	Cimento	292	R$ 273,37
31/03/2015	Porta	132	R$ 122,29
31/03/2015	Piso	155	R$ 138,32
31/03/2015	Rejunte	260	R$ 95,48
31/03/2015	Janela	277	R$ 54,75
30/03/2015	Porta	213	R$ 122,29
29/03/2015	Piso	269	R$ 138,32
29/03/2015	Cimento	251	R$ 273,37
29/03/2015	Telha	277	R$ 48,81
29/03/2015	Tinta	190	R$ 228,42
28/03/2015	Porta	128	R$ 122,29
28/03/2015	Piso	144	R$ 138,32
28/03/2015	Janela	221	R$ 54,75
28/03/2015	Vergalhão	61	R$ 138,59
28/03/2015	Vergalhão	239	R$ 138,59
28/03/2015	Cimento	120	R$ 273,37
27/03/2015	Rejunte	202	R$ 95,48
27/03/2015	Rejunte	64	R$ 95,48
27/03/2015	Porta	57	R$ 122,29
26/03/2015	Janela	235	R$ 54,75
26/03/2015	Telha	84	R$ 48,81
26/03/2015	Telha	197	R$ 48,81
26/03/2015	Janela	257	R$ 54,75
26/03/2015	Janela	78	R$ 54,75
26/03/2015	Tinta	117	R$ 228,42
25/03/2015	Telha	285	R$ 48,81
25/03/2015	Tinta	79	R$ 228,42
25/03/2015	Porta	222	R$ 122,29
25/03/2015	Janela	158	R$ 54,75
24/03/2015	Tinta	110	R$ 228,42
24/03/2015	Tijolo	252	R$ 113,64
23/03/2015	Rejunte	116	R$ 95,48
23/03/2015	Rejunte	82	R$ 95,48
23/03/2015	Janela	297	R$ 54,75
23/03/2015	Porta	222	R$ 122,29
23/03/2015	Tijolo	129	R$ 113,64
23/03/2015	Telha	222	R$ 48,81
22/03/2015	Rejunte	96	R$ 95,48
